"Year","Sex","ASR (World)","Cancer label","Country label","incmort"
1951,2,2.767436226,"Oesophagus","Northern Ireland","Mortality"
1952,2,2.925442009,"Oesophagus","Northern Ireland","Mortality"
1953,2,3.017010509,"Oesophagus","Northern Ireland","Mortality"
1954,2,3.108388182,"Oesophagus","Northern Ireland","Mortality"
1955,2,3.758485996,"Oesophagus","Northern Ireland","Mortality"
1956,2,3.383595404,"Oesophagus","Northern Ireland","Mortality"
1957,2,2.214037153,"Oesophagus","Northern Ireland","Mortality"
1958,2,2.859573927,"Oesophagus","Northern Ireland","Mortality"
1959,2,2.142425064,"Oesophagus","Northern Ireland","Mortality"
1960,2,2.193678162,"Oesophagus","Northern Ireland","Mortality"
1961,2,2.007388232,"Oesophagus","Northern Ireland","Mortality"
1962,2,1.890697429,"Oesophagus","Northern Ireland","Mortality"
1963,2,2.981777183,"Oesophagus","Northern Ireland","Mortality"
1964,2,3.103963888,"Oesophagus","Northern Ireland","Mortality"
1965,2,4.251113764,"Oesophagus","Northern Ireland","Mortality"
1966,2,3.093085839,"Oesophagus","Northern Ireland","Mortality"
1967,2,3.028395639,"Oesophagus","Northern Ireland","Mortality"
1968,2,2.899529309,"Oesophagus","Northern Ireland","Mortality"
1969,2,2.910321259,"Oesophagus","Northern Ireland","Mortality"
1970,2,2.719994777,"Oesophagus","Northern Ireland","Mortality"
1971,2,1.673854537,"Oesophagus","Northern Ireland","Mortality"
1972,2,2.108735265,"Oesophagus","Northern Ireland","Mortality"
1973,2,2.555101806,"Oesophagus","Northern Ireland","Mortality"
1974,2,2.634191629,"Oesophagus","Northern Ireland","Mortality"
1975,2,2.073562088,"Oesophagus","Northern Ireland","Mortality"
1976,2,2.932268953,"Oesophagus","Northern Ireland","Mortality"
1977,2,2.235987793,"Oesophagus","Northern Ireland","Mortality"
1978,2,3.098679947,"Oesophagus","Northern Ireland","Mortality"
1979,2,1.622391765,"Oesophagus","Northern Ireland","Mortality"
1980,2,2.457198693,"Oesophagus","Northern Ireland","Mortality"
1981,2,2.884701392,"Oesophagus","Northern Ireland","Mortality"
1982,2,1.880286672,"Oesophagus","Northern Ireland","Mortality"
1983,2,3.079684136,"Oesophagus","Northern Ireland","Mortality"
1984,2,2.094132306,"Oesophagus","Northern Ireland","Mortality"
1985,2,2.53351505,"Oesophagus","Northern Ireland","Mortality"
1986,2,3.382548148,"Oesophagus","Northern Ireland","Mortality"
1987,2,3.059077321,"Oesophagus","Northern Ireland","Mortality"
1988,2,2.067087721,"Oesophagus","Northern Ireland","Mortality"
1989,2,2.712554803,"Oesophagus","Northern Ireland","Mortality"
1990,2,2.424864809,"Oesophagus","Northern Ireland","Mortality"
1991,2,2.573291309,"Oesophagus","Northern Ireland","Mortality"
1992,2,2.738021874,"Oesophagus","Northern Ireland","Mortality"
1993,2,2.737417919,"Oesophagus","Northern Ireland","Mortality"
1994,2,3.315929371,"Oesophagus","Northern Ireland","Mortality"
1995,2,2.698253569,"Oesophagus","Northern Ireland","Mortality"
1996,2,2.839643213,"Oesophagus","Northern Ireland","Mortality"
1997,2,2.846218219,"Oesophagus","Northern Ireland","Mortality"
1998,2,3.23216706,"Oesophagus","Northern Ireland","Mortality"
1999,2,3.326187957,"Oesophagus","Northern Ireland","Mortality"
2000,2,3.181001731,"Oesophagus","Northern Ireland","Mortality"
2001,2,3.410576133,"Oesophagus","Northern Ireland","Mortality"
2002,2,2.541194608,"Oesophagus","Northern Ireland","Mortality"
2003,2,2.658743032,"Oesophagus","Northern Ireland","Mortality"
2004,2,2.457553041,"Oesophagus","Northern Ireland","Mortality"
2005,2,2.623641086,"Oesophagus","Northern Ireland","Mortality"
2006,2,2.055613607,"Oesophagus","Northern Ireland","Mortality"
2007,2,2.759797216,"Oesophagus","Northern Ireland","Mortality"
2008,2,3.203771114,"Oesophagus","Northern Ireland","Mortality"
2009,2,2.769787072,"Oesophagus","Northern Ireland","Mortality"
2010,2,2.604362259,"Oesophagus","Northern Ireland","Mortality"
2011,2,2.626879918,"Oesophagus","Northern Ireland","Mortality"
2012,2,2.254363149,"Oesophagus","Northern Ireland","Mortality"
2013,2,2.561456724,"Oesophagus","Northern Ireland","Mortality"
2014,2,2.700818195,"Oesophagus","Northern Ireland","Mortality"
2015,2,2.496249393,"Oesophagus","Northern Ireland","Mortality"
2016,2,2.697690052,"Oesophagus","Northern Ireland","Mortality"
1950,2,3.591807008,"Oesophagus","Scotland","Mortality"
1951,2,3.005131405,"Oesophagus","Scotland","Mortality"
1952,2,3.619152637,"Oesophagus","Scotland","Mortality"
1953,2,3.31427209,"Oesophagus","Scotland","Mortality"
1954,2,3.848058118,"Oesophagus","Scotland","Mortality"
1955,2,3.515001343,"Oesophagus","Scotland","Mortality"
1956,2,2.973701143,"Oesophagus","Scotland","Mortality"
1957,2,3.231309688,"Oesophagus","Scotland","Mortality"
1958,2,3.124587104,"Oesophagus","Scotland","Mortality"
1959,2,2.963157335,"Oesophagus","Scotland","Mortality"
1960,2,2.80368564,"Oesophagus","Scotland","Mortality"
1961,2,3.282381046,"Oesophagus","Scotland","Mortality"
1962,2,3.570996833,"Oesophagus","Scotland","Mortality"
1963,2,3.1449202,"Oesophagus","Scotland","Mortality"
1964,2,3.068802815,"Oesophagus","Scotland","Mortality"
1965,2,2.816805867,"Oesophagus","Scotland","Mortality"
1966,2,2.88716982,"Oesophagus","Scotland","Mortality"
1967,2,3.105660928,"Oesophagus","Scotland","Mortality"
1968,2,3.510613571,"Oesophagus","Scotland","Mortality"
1969,2,3.461564803,"Oesophagus","Scotland","Mortality"
1970,2,3.521855706,"Oesophagus","Scotland","Mortality"
1971,2,3.62895877,"Oesophagus","Scotland","Mortality"
1972,2,3.353731487,"Oesophagus","Scotland","Mortality"
1973,2,3.088819705,"Oesophagus","Scotland","Mortality"
1974,2,3.603960535,"Oesophagus","Scotland","Mortality"
1975,2,3.640871499,"Oesophagus","Scotland","Mortality"
1976,2,3.663889204,"Oesophagus","Scotland","Mortality"
1977,2,3.817065572,"Oesophagus","Scotland","Mortality"
1978,2,3.869324025,"Oesophagus","Scotland","Mortality"
1979,2,3.539641998,"Oesophagus","Scotland","Mortality"
1980,2,4.079465383,"Oesophagus","Scotland","Mortality"
1981,2,4.220261945,"Oesophagus","Scotland","Mortality"
1982,2,4.066602292,"Oesophagus","Scotland","Mortality"
1983,2,4.148445307,"Oesophagus","Scotland","Mortality"
1984,2,4.31394674,"Oesophagus","Scotland","Mortality"
1985,2,4.25135984,"Oesophagus","Scotland","Mortality"
1986,2,3.841160129,"Oesophagus","Scotland","Mortality"
1987,2,3.653149447,"Oesophagus","Scotland","Mortality"
1988,2,4.010532697,"Oesophagus","Scotland","Mortality"
1989,2,4.368631392,"Oesophagus","Scotland","Mortality"
1990,2,4.390521228,"Oesophagus","Scotland","Mortality"
1991,2,4.468564247,"Oesophagus","Scotland","Mortality"
1992,2,5.056807473,"Oesophagus","Scotland","Mortality"
1993,2,5.00978807,"Oesophagus","Scotland","Mortality"
1994,2,4.828391994,"Oesophagus","Scotland","Mortality"
1995,2,4.932840281,"Oesophagus","Scotland","Mortality"
1996,2,4.667358688,"Oesophagus","Scotland","Mortality"
1997,2,4.523553284,"Oesophagus","Scotland","Mortality"
1998,2,3.783093229,"Oesophagus","Scotland","Mortality"
1999,2,5.102387313,"Oesophagus","Scotland","Mortality"
2000,2,4.131247698,"Oesophagus","Scotland","Mortality"
2001,2,3.864441366,"Oesophagus","Scotland","Mortality"
2002,2,4.373847289,"Oesophagus","Scotland","Mortality"
2003,2,3.717959156,"Oesophagus","Scotland","Mortality"
2004,2,4.127355046,"Oesophagus","Scotland","Mortality"
2005,2,4.34118736,"Oesophagus","Scotland","Mortality"
2006,2,3.817286829,"Oesophagus","Scotland","Mortality"
2007,2,4.086988975,"Oesophagus","Scotland","Mortality"
2008,2,4.18264727,"Oesophagus","Scotland","Mortality"
2009,2,3.398757197,"Oesophagus","Scotland","Mortality"
2010,2,3.6175367,"Oesophagus","Scotland","Mortality"
2011,2,3.720359733,"Oesophagus","Scotland","Mortality"
2012,2,3.569389707,"Oesophagus","Scotland","Mortality"
2013,2,3.64876067,"Oesophagus","Scotland","Mortality"
2014,2,3.830424117,"Oesophagus","Scotland","Mortality"
2015,2,3.327435145,"Oesophagus","Scotland","Mortality"
2016,2,3.426045947,"Oesophagus","Scotland","Mortality"
2017,2,3.317771043,"Oesophagus","Scotland","Mortality"
2018,2,3.308704018,"Oesophagus","Scotland","Mortality"
1971,2,4.529988529,"Pancreas","England and Wales","Incidence"
1972,2,4.485611816,"Pancreas","England and Wales","Incidence"
1973,2,4.530428037,"Pancreas","England and Wales","Incidence"
1974,2,4.877225715,"Pancreas","England and Wales","Incidence"
1975,2,4.758189316,"Pancreas","England and Wales","Incidence"
1976,2,4.950171382,"Pancreas","England and Wales","Incidence"
1977,2,4.849838171,"Pancreas","England and Wales","Incidence"
1978,2,4.941504971,"Pancreas","England and Wales","Incidence"
1979,2,5.146972028,"Pancreas","England and Wales","Incidence"
1980,2,4.958871535,"Pancreas","England and Wales","Incidence"
1981,2,4.939677905,"Pancreas","England and Wales","Incidence"
1982,2,5.179440431,"Pancreas","England and Wales","Incidence"
1983,2,5.078551803,"Pancreas","England and Wales","Incidence"
1984,2,4.933535123,"Pancreas","England and Wales","Incidence"
1985,2,5.311504346,"Pancreas","England and Wales","Incidence"
1986,2,5.105750283,"Pancreas","England and Wales","Incidence"
1987,2,5.304692233,"Pancreas","England and Wales","Incidence"
1988,2,5.173474613,"Pancreas","England and Wales","Incidence"
1989,2,5.431635943,"Pancreas","England and Wales","Incidence"
1990,2,5.195752705,"Pancreas","England and Wales","Incidence"
1991,2,5.29188492,"Pancreas","England and Wales","Incidence"
1992,2,5.088670258,"Pancreas","England and Wales","Incidence"
1993,2,5.171318713,"Pancreas","England and Wales","Incidence"
1994,2,5.116071686,"Pancreas","England and Wales","Incidence"
1995,2,4.816773385,"Pancreas","England and Wales","Incidence"
1996,2,4.853228108,"Pancreas","England and Wales","Incidence"
1997,2,4.854724001,"Pancreas","England and Wales","Incidence"
1998,2,4.599058251,"Pancreas","England and Wales","Incidence"
1999,2,5.210552446,"Pancreas","England and Wales","Incidence"
2000,2,5.086786208,"Pancreas","England and Wales","Incidence"
2001,2,4.954213293,"Pancreas","England and Wales","Incidence"
2002,2,4.951796518,"Pancreas","England and Wales","Incidence"
2003,2,5.003682056,"Pancreas","England and Wales","Incidence"
2004,2,5.303261092,"Pancreas","England and Wales","Incidence"
2005,2,5.458345836,"Pancreas","England and Wales","Incidence"
2006,2,5.557569969,"Pancreas","England and Wales","Incidence"
2007,2,5.438513074,"Pancreas","England and Wales","Incidence"
2008,2,5.539767751,"Pancreas","England and Wales","Incidence"
2009,2,5.715873286,"Pancreas","England and Wales","Incidence"
2010,2,5.658165951,"Pancreas","England and Wales","Incidence"
2011,2,5.868757852,"Pancreas","England and Wales","Incidence"
2012,2,5.908137723,"Pancreas","England and Wales","Incidence"
2013,2,5.965966125,"Pancreas","England and Wales","Incidence"
2014,2,5.868592125,"Pancreas","England and Wales","Incidence"
2015,2,5.904071035,"Pancreas","England and Wales","Incidence"
2016,2,5.737330105,"Pancreas","England and Wales","Incidence"
2017,2,6.084288548,"Pancreas","England and Wales","Incidence"
1993,2,5.147158094,"Pancreas","Northern Ireland","Incidence"
1994,2,4.916067054,"Pancreas","Northern Ireland","Incidence"
1995,2,3.819578062,"Pancreas","Northern Ireland","Incidence"
1996,2,4.138994925,"Pancreas","Northern Ireland","Incidence"
1997,2,4.659329147,"Pancreas","Northern Ireland","Incidence"
1998,2,3.643716322,"Pancreas","Northern Ireland","Incidence"
1999,2,3.185215982,"Pancreas","Northern Ireland","Incidence"
2000,2,5.227618818,"Pancreas","Northern Ireland","Incidence"
2001,2,3.974467698,"Pancreas","Northern Ireland","Incidence"
2002,2,4.838734091,"Pancreas","Northern Ireland","Incidence"
2003,2,5.227427103,"Pancreas","Northern Ireland","Incidence"
2004,2,4.774154037,"Pancreas","Northern Ireland","Incidence"
2005,2,3.997038233,"Pancreas","Northern Ireland","Incidence"
2006,2,5.361847088,"Pancreas","Northern Ireland","Incidence"
2007,2,4.587522515,"Pancreas","Northern Ireland","Incidence"
2008,2,5.852548561,"Pancreas","Northern Ireland","Incidence"
2009,2,5.360327028,"Pancreas","Northern Ireland","Incidence"
2010,2,5.0282817,"Pancreas","Northern Ireland","Incidence"
2011,2,5.661730108,"Pancreas","Northern Ireland","Incidence"
2012,2,5.930712939,"Pancreas","Northern Ireland","Incidence"
2013,2,6.101369357,"Pancreas","Northern Ireland","Incidence"
1975,2,5.606937933,"Pancreas","Scotland","Incidence"
1976,2,5.378674763,"Pancreas","Scotland","Incidence"
1977,2,5.25726007,"Pancreas","Scotland","Incidence"
1978,2,6.164033364,"Pancreas","Scotland","Incidence"
1979,2,5.926437709,"Pancreas","Scotland","Incidence"
1980,2,6.48750554,"Pancreas","Scotland","Incidence"
1981,2,5.571051566,"Pancreas","Scotland","Incidence"
1982,2,5.762490974,"Pancreas","Scotland","Incidence"
1983,2,5.78278983,"Pancreas","Scotland","Incidence"
1984,2,5.804939787,"Pancreas","Scotland","Incidence"
1985,2,5.844831982,"Pancreas","Scotland","Incidence"
1986,2,6.088395974,"Pancreas","Scotland","Incidence"
1987,2,5.101646145,"Pancreas","Scotland","Incidence"
1988,2,5.414047875,"Pancreas","Scotland","Incidence"
1989,2,5.40118343,"Pancreas","Scotland","Incidence"
1990,2,5.681543212,"Pancreas","Scotland","Incidence"
1991,2,5.041274552,"Pancreas","Scotland","Incidence"
1992,2,5.431812299,"Pancreas","Scotland","Incidence"
1993,2,5.379912268,"Pancreas","Scotland","Incidence"
1994,2,5.303877665,"Pancreas","Scotland","Incidence"
1995,2,4.864786281,"Pancreas","Scotland","Incidence"
1996,2,5.551597803,"Pancreas","Scotland","Incidence"
1997,2,5.306354789,"Pancreas","Scotland","Incidence"
1998,2,5.858375464,"Pancreas","Scotland","Incidence"
1999,2,5.378946871,"Pancreas","Scotland","Incidence"
2000,2,4.994756875,"Pancreas","Scotland","Incidence"
2001,2,5.083397369,"Pancreas","Scotland","Incidence"
2002,2,5.03534391,"Pancreas","Scotland","Incidence"
2003,2,5.829954819,"Pancreas","Scotland","Incidence"
2004,2,5.020066791,"Pancreas","Scotland","Incidence"
2005,2,5.605139819,"Pancreas","Scotland","Incidence"
2006,2,5.101920869,"Pancreas","Scotland","Incidence"
2007,2,5.244451587,"Pancreas","Scotland","Incidence"
2008,2,5.276649988,"Pancreas","Scotland","Incidence"
2009,2,5.721962674,"Pancreas","Scotland","Incidence"
2010,2,5.355655457,"Pancreas","Scotland","Incidence"
2011,2,6.04730473,"Pancreas","Scotland","Incidence"
2012,2,5.40129202,"Pancreas","Scotland","Incidence"
2013,2,5.506795046,"Pancreas","Scotland","Incidence"
1955,2,4.065188026,"Pancreas","England and Wales","Mortality"
1956,2,3.813167812,"Pancreas","England and Wales","Mortality"
1957,2,4.116334025,"Pancreas","England and Wales","Mortality"
1958,2,4.119767027,"Pancreas","England and Wales","Mortality"
1959,2,4.285146655,"Pancreas","England and Wales","Mortality"
1960,2,4.246843075,"Pancreas","England and Wales","Mortality"
1961,2,4.28869192,"Pancreas","England and Wales","Mortality"
1962,2,4.472443888,"Pancreas","England and Wales","Mortality"
1963,2,4.356765382,"Pancreas","England and Wales","Mortality"
1964,2,4.312399952,"Pancreas","England and Wales","Mortality"
1965,2,4.49439833,"Pancreas","England and Wales","Mortality"
1966,2,4.650385335,"Pancreas","England and Wales","Mortality"
1967,2,4.707310677,"Pancreas","England and Wales","Mortality"
1968,2,4.726093917,"Pancreas","England and Wales","Mortality"
1969,2,4.69341358,"Pancreas","England and Wales","Mortality"
1970,2,4.763368946,"Pancreas","England and Wales","Mortality"
1971,2,4.747808487,"Pancreas","England and Wales","Mortality"
1972,2,4.759731324,"Pancreas","England and Wales","Mortality"
1973,2,4.88605252,"Pancreas","England and Wales","Mortality"
1974,2,5.084555975,"Pancreas","England and Wales","Mortality"
1975,2,4.928173291,"Pancreas","England and Wales","Mortality"
1976,2,5.153865046,"Pancreas","England and Wales","Mortality"
1977,2,5.097236889,"Pancreas","England and Wales","Mortality"
1978,2,4.929463911,"Pancreas","England and Wales","Mortality"
1979,2,5.036634171,"Pancreas","England and Wales","Mortality"
1980,2,5.084811365,"Pancreas","England and Wales","Mortality"
1981,2,4.777465387,"Pancreas","England and Wales","Mortality"
1982,2,4.929235175,"Pancreas","England and Wales","Mortality"
1983,2,4.839599208,"Pancreas","England and Wales","Mortality"
1984,2,5.183097949,"Pancreas","England and Wales","Mortality"
1985,2,5.155331176,"Pancreas","England and Wales","Mortality"
1986,2,5.185501357,"Pancreas","England and Wales","Mortality"
1987,2,5.160390502,"Pancreas","England and Wales","Mortality"
1988,2,5.127369128,"Pancreas","England and Wales","Mortality"
1989,2,5.197897197,"Pancreas","England and Wales","Mortality"
1990,2,5.186917275,"Pancreas","England and Wales","Mortality"
1991,2,4.825220318,"Pancreas","England and Wales","Mortality"
1992,2,4.941364651,"Pancreas","England and Wales","Mortality"
1993,2,4.895913276,"Pancreas","England and Wales","Mortality"
1994,2,4.775500769,"Pancreas","England and Wales","Mortality"
1995,2,4.835459201,"Pancreas","England and Wales","Mortality"
1996,2,4.651062559,"Pancreas","England and Wales","Mortality"
1997,2,4.617924316,"Pancreas","England and Wales","Mortality"
1998,2,4.493100119,"Pancreas","England and Wales","Mortality"
1999,2,4.793313794,"Pancreas","England and Wales","Mortality"
2000,2,4.795361018,"Pancreas","England and Wales","Mortality"
2001,2,4.695850785,"Pancreas","England and Wales","Mortality"
2002,2,4.765997856,"Pancreas","England and Wales","Mortality"
2003,2,4.59850667,"Pancreas","England and Wales","Mortality"
2004,2,4.826176413,"Pancreas","England and Wales","Mortality"
2005,2,5.007650342,"Pancreas","England and Wales","Mortality"
2006,2,4.825646874,"Pancreas","England and Wales","Mortality"
2007,2,5.078615908,"Pancreas","England and Wales","Mortality"
2008,2,5.065116853,"Pancreas","England and Wales","Mortality"
2009,2,5.101291543,"Pancreas","England and Wales","Mortality"
2010,2,4.993019395,"Pancreas","England and Wales","Mortality"
2011,2,5.085662549,"Pancreas","England and Wales","Mortality"
2012,2,5.275851436,"Pancreas","England and Wales","Mortality"
